disease,text
eczema,Symptoms include areas of skin that are tender and sore at on exposed areas like the forearms. The individual reports constant discomfort and burning sensation — the eczema is severe and persistent and linked to exposure to allergens like dust and pollen.
eczema,"The patient has clusters of small, itchy bumps that may become raw located on the face and scalp (common in babies); the person has pain and tenderness from cracks and fissures. The condition is chronic, requiring ongoing moisturization and care and can worsen during periods of hormonal change."
eczema,"The patient has dry, cracked skin that may bleed or ooze located around the eyes and eyelids; the person reports constant discomfort and burning sensation. The condition is moderate with frequent flares and can be aggravated by certain fabrics like wool."
eczema,"Symptoms include dry, cracked skin that may bleed or ooze at around the eyes and eyelids. The individual feels self-conscious and embarrassed about visible patches — the eczema is chronic, requiring ongoing moisturization and care and may be triggered by hot showers or harsh cleansers."
eczema,"Presentation: clusters of small, itchy bumps that may become raw on on the face and scalp (common in babies). Patient experiences social discomfort and reduced quality of life. Course: variable, with periods of calm and sudden flare-ups; commonly may be triggered by hot showers or harsh cleansers."
eczema,"Symptoms include faintly discolored patches that are darker or lighter than surrounding skin at in skin creases and folds. The individual feels self-conscious and embarrassed about visible patches — the eczema is chronic, requiring ongoing moisturization and care and may flare with stress or lack of sleep."
eczema,On the face and scalp (common in babies) show blistering or weeping lesions in acute flares; patient notes they feels self-conscious and embarrassed about visible patches. This is typically severe and persistent and often flares after contact with irritants or chemicals.
eczema,"Presentation: intensely itchy, dry and scaly patches of skin on around the eyes and eyelids. Patient feels unbearably itchy, especially at night. Course: variable, with periods of calm and sudden flare-ups; commonly may flare with stress or lack of sleep."
eczema,"Symptoms include areas of skin that are tender and sore at in skin creases and folds. The individual feels the skin is tight and raw after scratching — the eczema is variable, with periods of calm and sudden flare-ups and may be triggered by hot showers or harsh cleansers."
eczema,"On the palms and soles show areas of skin that are tender and sore; patient notes they notices intense pruritus that triggers scratching. This is typically moderate with frequent flares and frequently triggered by soaps, detergents, or fragrances."
eczema,"Presentation: intensely itchy, dry and scaly patches of skin on on the neck and chest. Patient has pain and tenderness from cracks and fissures. Course: mild and intermittent; commonly can be aggravated by certain fabrics like wool."
eczema,"Symptoms include skin that flakes, crusts, or forms scabs at on the wrists and ankles. The individual feels self-conscious and embarrassed about visible patches — the eczema is variable, with periods of calm and sudden flare-ups and can worsen during periods of hormonal change."
eczema,"Skin that flakes, crusts, or forms scabs appearing in skin creases and folds. The patient reports constant discomfort and burning sensation and describes the disease as chronic, requiring ongoing moisturization and care. Frequently triggered by soaps, detergents, or fragrances."
